Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Year,Citation Count,Semantic Scholar URL,Final Link
UIUC,Brian S. Mercer,2049503804,Most Cited,Characterization of Biofilms and Mineralogical Scale in Underground Injection Well Disposal of Landfill Leachate and Industrial Wastewater Streams,2019,5,https://www.semanticscholar.org/paper/86f0f7568d62eedd2b624fcd3cd8e88d82867186,http://www.scirp.org/journal/PaperDownload.aspx?paperID=96374
UIUC,Brian S. Mercer,2049503804,Most Cited,Corrosion-resistance Microstructure Design using Mesoscale Modeling Environment for Additive Manufacturing for Co-Cr Alloys,2019,1,https://www.semanticscholar.org/paper/ea273d29222a47efcdb2e02b9cb657500488d0ec,https://doi.org/10.1017/s1431927619013631
UIUC,Brian S. Mercer,2049503804,Most Cited,"Metagenomic Shotgun Sequencing Provides Prevalence Data for Pathogens, and Source-Tracking Indices Useful in Public Health Risk Assessment of Environmental Waters",2020,0,https://www.semanticscholar.org/paper/175e22478d05509786bd3929ceec1303ccb867c3,https://doi.org/10.4236/gep.2020.86009
UIUC,Brian S. Mercer,2049503804,Most Recent,"Metagenomic Shotgun Sequencing Provides Prevalence Data for Pathogens, and Source-Tracking Indices Useful in Public Health Risk Assessment of Environmental Waters",2020,0,https://www.semanticscholar.org/paper/175e22478d05509786bd3929ceec1303ccb867c3,https://doi.org/10.4236/gep.2020.86009
UIUC,Brian S. Mercer,2049503804,Most Recent,Towards prediction of microstructure during laser based additive manufacturing process of Co-Cr-Mo powder beds,2020,18,https://www.semanticscholar.org/paper/c8cccf892b12ee5b62e2b0c0cf18f1cf3ba9f7d5,https://doi.org/10.1016/j.matdes.2020.109117
UIUC,Brian S. Mercer,2049503804,Most Recent,Dietary Chitin Particles Called Mimetic Fungi Ameliorate Colitis in Toll-Like Receptor 2/CD14- and Sex-Dependent Manners,2019,7,https://www.semanticscholar.org/paper/1742a006d39e943bbf8492150d8a6700d615d8bd,https://iai.asm.org/content/iai/87/5/e00006-19.full.pdf
UIUC,Brian S. Mercer,2049503804,Most Recent,Characterization of Biofilms and Mineralogical Scale in Underground Injection Well Disposal of Landfill Leachate and Industrial Wastewater Streams,2019,5,https://www.semanticscholar.org/paper/86f0f7568d62eedd2b624fcd3cd8e88d82867186,http://www.scirp.org/journal/PaperDownload.aspx?paperID=96374
UIUC,Brian S. Mercer,2049503804,Most Recent,Corrosion-resistance Microstructure Design using Mesoscale Modeling Environment for Additive Manufacturing for Co-Cr Alloys,2019,1,https://www.semanticscholar.org/paper/ea273d29222a47efcdb2e02b9cb657500488d0ec,https://doi.org/10.1017/s1431927619013631
UIUC,Brian S. Mercer,2049503804,Most Recent,Molecular dynamics modeling of PPTA crystallite mechanical properties in the presence of defects,2017,40,https://www.semanticscholar.org/paper/c8e2128330fc66806e34467ec6bd8d330a2ae705,https://www.sciencedirect.com/science/article/am/pii/S0032386117302598
UIUC,Brian S. Mercer,2049503804,Most Recent,A molecular dynamics-based analysis of the influence of strain-rate and temperature on the mechanical strength of PPTA crystallites,2017,11,https://www.semanticscholar.org/paper/d702d81345a80b96280ad7357e71d55a8784d3cc,https://www.sciencedirect.com/science/article/am/pii/S0032386117309102
UIUC,Brian S. Mercer,2049503804,Most Recent,Homogenization of high-frequency wave propagation in linearly elastic layered media using a continuum Irving-Kirkwood theory,2016,8,https://www.semanticscholar.org/paper/70eafd08d2c85ce87a251b337ebeb8ffec382008,https://doi.org/10.1016/J.IJSOLSTR.2016.06.011
UIUC,Brian S. Mercer,2049503804,Most Recent,Molecular Dynamics Modeling of PPTA Crystals in Aramid Fibers - eScholarship,2016,0,https://www.semanticscholar.org/paper/ec44362200d7c8bd049b05f495908b271216f9ac,https://www.semanticscholar.org/paper/ec44362200d7c8bd049b05f495908b271216f9ac
UIUC,Brian S. Mercer,2049503804,Most Recent,Molecular Dynamics Modeling of PPTA Crystals in Aramid Fibers,2016,6,https://www.semanticscholar.org/paper/f85f21c2ffe759716e11afbb7a1dbb594501ecf7,https://www.osti.gov/servlets/purl/1254392
UIUC,Bumsoo Han,33542176,Most Cited,Analysis on the current status of targeted drug delivery to tumors.,2012,365,https://www.semanticscholar.org/paper/70e39bf2a2136d2ef936fbcbf460dc9e10236de7,https://europepmc.org/articles/pmc3833679?pdf=render
UIUC,Bumsoo Han,33542176,Most Cited,"In vitro characterization of movement, heating and visualization of magnetic nanoparticles for biomedical applications",2005,175,https://www.semanticscholar.org/paper/81340e5157c6d3a96b7ad43df6d8c5be50f4b059,https://doi.org/10.1088/0957-4484/16/8/041
UIUC,Bumsoo Han,33542176,Most Cited,Direct cell injury associated with eutectic crystallization during freezing.,2004,145,https://www.semanticscholar.org/paper/b0ea0d9fac6e893badfbb7bbd729acef7a8f5629,https://doi.org/10.1016/J.CRYOBIOL.2003.11.002
UIUC,Bumsoo Han,33542176,Most Cited,Simulation of complex transport of nanoparticles around a tumor using tumor-microenvironment-on-chip.,2014,142,https://www.semanticscholar.org/paper/7f242a15c65ac8a992c1b1c1219107b4f841f2b0,https://europepmc.org/articles/pmc4252353?pdf=render
UIUC,Bumsoo Han,33542176,Most Cited,Development of an in vitro 3D tumor model to study therapeutic efficiency of an anticancer drug.,2013,139,https://www.semanticscholar.org/paper/4750ec80ef6aba3ba881ecf40cf48da2181d3495,https://europepmc.org/articles/pmc3880422?pdf=render
UIUC,Bumsoo Han,33542176,Most Cited,Operation of industrial-scale electron beam wastewater treatment plant,2012,89,https://www.semanticscholar.org/paper/03068a5ae1417704ba47bd4d41a863acfa528111,https://doi.org/10.1016/J.RADPHYSCHEM.2012.01.030
UIUC,Bumsoo Han,33542176,Most Cited,Evaluating Broader Impacts of Nanoscale Thermal Transport Research,2015,85,https://www.semanticscholar.org/paper/5994c7893a4f96082633fc72a4e070a683ff846d,https://doi.org/10.1080/15567265.2015.1031857
UIUC,Bumsoo Han,33542176,Most Cited,Combined electron-beam and biological treatment of dyeing complex wastewater. Pilot plant experiments,2002,84,https://www.semanticscholar.org/paper/2bf2fd590f89f872861a0fb51c0c36edc1ac9f76,https://doi.org/10.1016/S0969-806X(01)00452-2
UIUC,Bumsoo Han,33542176,Most Cited,In vitro microfluidic models of tumor microenvironment to screen transport of drugs and nanoparticles.,2017,74,https://www.semanticscholar.org/paper/467a0626493def81122c647b11f76e03fe0b20e6,https://europepmc.org/articles/pmc5555839?pdf=render
UIUC,Bumsoo Han,33542176,Most Cited,Differential response to doxorubicin in breast cancer subtypes simulated by a microfluidic tumor model,2017,58,https://www.semanticscholar.org/paper/ee39b34011cfba73d79b88608c52e73e9c39a869,https://europepmc.org/articles/pmc5723544?pdf=render
UIUC,Bumsoo Han,33542176,Most Recent,A timescale-guided microfluidic synthesis of tannic acid-FeIII network nanocapsules of hydrophobic drugs.,2023,20,https://www.semanticscholar.org/paper/076852bd887b2a36c198c56f05fefa9225da398a,https://doi.org/10.1016/j.jconrel.2023.04.024
UIUC,Bumsoo Han,33542176,Most Recent,Inkjet-printed morphogenesis of tumor-stroma interface using bi-cellular bioinks of collagen-poly(N-isopropyl acrylamide-co-methyl methacrylate) mixture,2023,7,https://www.semanticscholar.org/paper/7c0103f67cc018199a376f638a7e780d3fbe831e,https://doi.org/10.1016/j.mtadv.2023.100408
UIUC,Bumsoo Han,33542176,Most Recent,Optically induced electrothermal microfluidic tweezers in bio-relevant media,2023,2,https://www.semanticscholar.org/paper/8146ed53cfe779a5bd2884c0589fe7e3da9dda0c,https://www.nature.com/articles/s41598-023-35722-3.pdf
UIUC,Bumsoo Han,33542176,Most Recent,Experimental and computational analysis of the injection-induced mechanical changes in the skin microenvironment during subcutaneous injection of biologics.,2023,1,https://www.semanticscholar.org/paper/b05f7cfcdf7eb2a3a943b111971e362eaf2a7375,https://www.sciencedirect.com/science/article/am/pii/S2352431623000718
UIUC,Bumsoo Han,33542176,Most Recent,EFFECTS OF TIP CLEARANCE AND ROTATION ON THREE DIMENSIONAL FLOW FIELDS IN TURBINE CASCADES,2023,1,https://www.semanticscholar.org/paper/dcb658aecdf5aad94f57afcf2dcd70230aa82d78,https://doi.org/10.1615/see2000.190
UIUC,Bumsoo Han,33542176,Most Recent,Inference of signaling mechanism from cellular responses to multiple cues,2022,0,https://www.semanticscholar.org/paper/212ab7ed2d58951371a871da3f467d7f0f75f876,https://www.semanticscholar.org/paper/212ab7ed2d58951371a871da3f467d7f0f75f876
UIUC,Bumsoo Han,33542176,Most Recent,Cells function as a ternary logic gate to decide migration direction under integrated chemical and fluidic cues,2022,2,https://www.semanticscholar.org/paper/4c9bb7334f9cd3cfcb6317d09831b81f575a8cd7,https://pubs.rsc.org/en/content/articlepdf/2023/lc/d2lc00807f
UIUC,Bumsoo Han,33542176,Most Recent,Predictive Design and Analysis of Drug Transport by Multiscale Computational Models Under Uncertainty,2022,9,https://www.semanticscholar.org/paper/50550310e6aca2f06ddf63534a4b6da1c08489f5,https://doi.org/10.1007/s11095-022-03298-8
UIUC,Bumsoo Han,33542176,Most Recent,A scaling law of particle transport in inkjet-printed particle-laden polymeric drops.,2022,6,https://www.semanticscholar.org/paper/723a5de33cd9e60426dbce8910e6442acd4f47e6,https://www.sciencedirect.com/science/article/am/pii/S0017931022003222
UIUC,Bumsoo Han,33542176,Most Recent,Deduction of signaling mechanisms from cellular responses to multiple cues,2022,1,https://www.semanticscholar.org/paper/a6c17234b02412f84988343ee391a169b41b7920,https://www.nature.com/articles/s41540-022-00262-5.pdf
UIUC,C. Ricardo Constante-Amores,1491039666,Most Cited,Dynamics of a surfactant-laden bubble bursting through an interface,2020,46,https://www.semanticscholar.org/paper/3fe0b811324bd0a6089a97e04194c9bf49f60b53,https://arxiv.org/pdf/2005.04472
UIUC,C. Ricardo Constante-Amores,1491039666,Most Cited,Role of surfactant-induced Marangoni stresses in drop-interface coalescence,2021,31,https://www.semanticscholar.org/paper/bbcd78c46f02310ee73fc554e836ebf55f6942d8,https://arxiv.org/pdf/2102.08071
UIUC,C. Ricardo Constante-Amores,1491039666,Most Cited,Direct numerical simulations of transient turbulent jets: vortex-interface interactions,2020,26,https://www.semanticscholar.org/paper/836ac9b6d045617188d7f7f513544a87beaca45e,https://arxiv.org/pdf/2012.01887
UIUC,C. Ricardo Constante-Amores,1491039666,Most Cited,Dynamics of retracting surfactant-laden ligaments at intermediate Ohnesorge number,2020,23,https://www.semanticscholar.org/paper/09c4d02e07a376e7442ea26016ef44e168ee22b7,https://hal.science/hal-02610695v2/file/4A_Ligament-Constante-Amores_prf_2020.pdf
UIUC,C. Ricardo Constante-Amores,1491039666,Most Cited,Effect of surfactant on elongated bubbles in capillary tubes at high Reynolds number,2020,19,https://www.semanticscholar.org/paper/7248143888e6b19129a6595c4b6a063421826cba,http://arxiv.org/pdf/2005.12269
UIUC,C. Ricardo Constante-Amores,1491039666,Most Cited,Three-dimensional dynamics of falling films in the presence of insoluble surfactants,2020,14,https://www.semanticscholar.org/paper/622cb7e2af2603b08bb9461b4e30f40b9ecbda39,https://arxiv.org/pdf/2005.12669
UIUC,C. Ricardo Constante-Amores,1491039666,Most Cited,Impact of droplets onto surfactant-laden thin liquid films,2022,9,https://www.semanticscholar.org/paper/a00c7c3dd703d72d4e844d1353fde2e7af9db50e,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/03C213289D24A7074987081D659E1DB3/S0022112023002240a.pdf/div-class-title-impact-of-droplets-onto-surfactant-laden-thin-liquid-films-div.pdf
UIUC,C. Ricardo Constante-Amores,1491039666,Most Cited,Role of surfactant-induced Marangoni stresses in retracting liquid sheets,2022,6,https://www.semanticscholar.org/paper/4c63971c99e9b3800e60f89dbaf0ce22f6d98c87,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B5F9C3B574D9B90726B8BF31FB348F9F/S0022112022007686a.pdf/div-class-title-role-of-surfactant-induced-marangoni-stresses-in-retracting-liquid-sheets-div.pdf
UIUC,C. Ricardo Constante-Amores,1491039666,Most Cited,Direct numerical simulations of turbulent jets: vortex–interface–surfactant interactions,2022,5,https://www.semanticscholar.org/paper/351538b766afd38ac15e05c542b3a288fee7f0b7,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B24FF0E74EB6C35E8E3DA2E585D83DB9/S0022112022010564a.pdf/div-class-title-direct-numerical-simulations-of-turbulent-jets-vortex-interface-surfactant-interactions-div.pdf
UIUC,C. Ricardo Constante-Amores,1491039666,Most Cited,Rico and the jets: Direct numerical simulations of turbulent liquid jets,2020,3,https://www.semanticscholar.org/paper/20853920b746c19b64f8b6561d88d937b3599374,http://link.aps.org/pdf/10.1103/PhysRevFluids.5.110501
UIUC,C. Ricardo Constante-Amores,1491039666,Most Recent,Surfactant-laden breaking wave: regular and spilling regimes,2025,0,https://www.semanticscholar.org/paper/0993372e2256455933f82f540969f143e8c07065,https://www.semanticscholar.org/paper/0993372e2256455933f82f540969f143e8c07065
UIUC,C. Ricardo Constante-Amores,1491039666,Most Recent,Poster: Anatomy of a Crown Splash,2023,0,https://www.semanticscholar.org/paper/ce85617faa5a2a707db58defea0581e54c1ba8bc,https://assets.gfm.aps.org/64ff2e12199e4c1bbe72580c/poster/original/GFM_2023.pdf
UIUC,C. Ricardo Constante-Amores,1491039666,Most Recent,Direct numerical simulations of turbulent jets: vortex–interface–surfactant interactions,2022,5,https://www.semanticscholar.org/paper/351538b766afd38ac15e05c542b3a288fee7f0b7,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B24FF0E74EB6C35E8E3DA2E585D83DB9/S0022112022010564a.pdf/div-class-title-direct-numerical-simulations-of-turbulent-jets-vortex-interface-surfactant-interactions-div.pdf
UIUC,C. Ricardo Constante-Amores,1491039666,Most Recent,Role of surfactant-induced Marangoni stresses in retracting liquid sheets,2022,6,https://www.semanticscholar.org/paper/4c63971c99e9b3800e60f89dbaf0ce22f6d98c87,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B5F9C3B574D9B90726B8BF31FB348F9F/S0022112022007686a.pdf/div-class-title-role-of-surfactant-induced-marangoni-stresses-in-retracting-liquid-sheets-div.pdf
UIUC,C. Ricardo Constante-Amores,1491039666,Most Recent,Impact of droplets onto surfactant-laden thin liquid films,2022,9,https://www.semanticscholar.org/paper/a00c7c3dd703d72d4e844d1353fde2e7af9db50e,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/03C213289D24A7074987081D659E1DB3/S0022112023002240a.pdf/div-class-title-impact-of-droplets-onto-surfactant-laden-thin-liquid-films-div.pdf
UIUC,C. Ricardo Constante-Amores,1491039666,Most Recent,Role of surfactant-induced Marangoni stresses in drop-interface coalescence,2021,31,https://www.semanticscholar.org/paper/bbcd78c46f02310ee73fc554e836ebf55f6942d8,https://arxiv.org/pdf/2102.08071
UIUC,C. Ricardo Constante-Amores,1491039666,Most Recent,Poster: DNS on spray formation,2021,0,https://www.semanticscholar.org/paper/d871e5d1fcba627c6dc6abba9e25779312ebd443,https://doi.org/10.1103/aps.dfd.2021.gfm.p0013
UIUC,C. Ricardo Constante-Amores,1491039666,Most Recent,Dynamics of retracting surfactant-laden ligaments at intermediate Ohnesorge number,2020,23,https://www.semanticscholar.org/paper/09c4d02e07a376e7442ea26016ef44e168ee22b7,https://hal.science/hal-02610695v2/file/4A_Ligament-Constante-Amores_prf_2020.pdf
UIUC,C. Ricardo Constante-Amores,1491039666,Most Recent,Three-dimensional direct numerical simulations of the dynamics of retracting surfactant-laden ligaments,2020,1,https://www.semanticscholar.org/paper/17030a5ada37cc28bb7684a163e0abb719a17694,https://www.semanticscholar.org/paper/17030a5ada37cc28bb7684a163e0abb719a17694
UIUC,C. Ricardo Constante-Amores,1491039666,Most Recent,Rico and the jets: Direct numerical simulations of turbulent liquid jets,2020,3,https://www.semanticscholar.org/paper/20853920b746c19b64f8b6561d88d937b3599374,http://link.aps.org/pdf/10.1103/PhysRevFluids.5.110501
UIUC,Callan Luetkemeyer,14179696,Most Cited,Tissue-specific parameters for the design of ECM-mimetic biomaterials.,2021,52,https://www.semanticscholar.org/paper/2a3997a1ac8513c3f37651fdee49dd02b4bc6366,http://manuscript.elsevier.com/S1742706121002543/pdf/S1742706121002543.pdf
UIUC,Callan Luetkemeyer,14179696,Most Cited,Constitutive modeling of the anterior cruciate ligament bundles and patellar tendon with full-field methods,2021,24,https://www.semanticscholar.org/paper/96bdc209abec6689ecd76571041521b203bc3efe,https://www.sciencedirect.com/science/article/am/pii/S0022509621002234
UIUC,Callan Luetkemeyer,14179696,Most Cited,Full-volume displacement mapping of anterior cruciate ligament bundles with dualMRI,2018,21,https://www.semanticscholar.org/paper/50fb83e9e8b3df841cfbca5bd3c412e34fa6953f,https://www.sciencedirect.com/science/article/am/pii/S2352431617301700
